Entry,Exp_Rate_Constant k1 (M-1s-1),Substrate SMILES,Nucleophile SMILES,Product SMILES,Reaction SMILES,Temp (K),Activation Free Energy (kcalmol-1),Reference,Year,Title,Authors,DOI,Book_Page,Table,Nucleophile,Leaving Group,Solvent,logk,Entry IDs of Duplicates,Model_Flag
184,0.001911246,Fc1nc(F)c(Cl)c(F)c1F,N,Nc1c(F)c(F)nc(F)c1Cl,Fc1nc(F)c(Cl)c(F)c1F.N>>Nc1c(F)c(F)nc(F)c1Cl,298,21.13,"J. Phys. Chem. A , 120, (2016), 10023?10032",2016,Local Electron Attachment Energy and Its Use for Predicting Nucleophilic Reactions and Halogen Bonding,"Brinck, Tore;Carlqvist, Peter;Stenlid, Joakim H.",https://doi.org/10.1021/acs.jpca.6b10142,,Table1_e,Ammonia,F,Dioxane:Water (60:40 v/v),-2.72,,modelled
185,0.025222975,Fc1nnc(F)c(F)c1F,N,Nc1c(F)nnc(F)c1F,Fc1nnc(F)c(F)c1F.N>>Nc1c(F)nnc(F)c1F,298,19.6,"J. Phys. Chem. A , 120, (2016), 10023?10032",2016,Local Electron Attachment Energy and Its Use for Predicting Nucleophilic Reactions and Halogen Bonding,"Brinck, Tore;Carlqvist, Peter;Stenlid, Joakim H.",https://doi.org/10.1021/acs.jpca.6b10142,,Table1_f,Ammonia,F,Dioxane:Water (60:40 v/v),-1.6,,modelled
186,1.349858808,Fc1nc(F)c(F)c(F)n1,N,Nc1nc(F)nc(F)c1F,Fc1nc(F)c(F)c(F)n1.N>>Nc1nc(F)nc(F)c1F,298,17.25,"J. Phys. Chem. A , 120, (2016), 10023?10032",2016,Local Electron Attachment Energy and Its Use for Predicting Nucleophilic Reactions and Halogen Bonding,"Brinck, Tore;Carlqvist, Peter;Stenlid, Joakim H.",https://doi.org/10.1021/acs.jpca.6b10142,,Table1_I,Ammonia,F,Dioxane:Water (60:40 v/v),0.13,,modelled
187,1.67883E-07,Clc1nc(Cl)c(Cl)c(Cl)c1Cl,N,Nc1c(Cl)c(Cl)nc(Cl)c1Cl,Clc1nc(Cl)c(Cl)c(Cl)c1Cl.N>>Nc1c(Cl)c(Cl)nc(Cl)c1Cl,298,26.65,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_7,Ammonia,F,Dioxane:Water (60:40 v/v),-6.77,,modelled
188,1.07996E-05,Clc1nnc(Cl)c(Cl)c1Cl,N,Nc1c(Cl)nnc(Cl)c1Cl,Clc1nnc(Cl)c(Cl)c1Cl.N>>Nc1c(Cl)nnc(Cl)c1Cl,298,24.19,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_8,Ammonia,F,Dioxane:Water (60:40 v/v),-4.97,,modelled
189,0.003079463,Clc1nc(Cl)c(Cl)c(Cl)n1,N,Nc1nc(Cl)nc(Cl)c1Cl,Clc1nc(Cl)c(Cl)c(Cl)n1.N>>Nc1nc(Cl)nc(Cl)c1Cl,298,20.85,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_9,Ammonia,F,Dioxane:Water (60:40 v/v),-2.51,,modelled
190,0.053077615,Fc1nc(F)c(C(F)(F)F)c(F)c1F,N,Nc1c(F)c(F)nc(F)c1C(F)(F)F,Fc1nc(F)c(C(F)(F)F)c(F)c1F.N>>Nc1c(F)c(F)nc(F)c1C(F)(F)F,298,19.16,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_10,Ammonia,F,Dioxane:Water (60:40 v/v),-1.28,,modelled
191,0.02656927,Fc1nc(F)c(C(F)(F)F)c(F)c1F,N,Nc1nc(F)c(C(F)(F)F)c(F)c1F,Fc1nc(F)c(C(F)(F)F)c(F)c1F.N>>Nc1nc(F)c(C(F)(F)F)c(F)c1F,298,19.57,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_10,Ammonia,F,Dioxane:Water (60:40 v/v),-1.58,,modelled
192,3.387187734,Fc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F,N,Nc1c(C(F)(F)F)c(F)nc(F)c1C(F)(F)F,Fc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F.N>>Nc1c(C(F)(F)F)c(F)nc(F)c1C(F)(F)F,298,16.7,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_11,Ammonia,F,Dioxane:Water (60:40 v/v),0.53,,modelled
193,1.309964451,Fc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F,N,Nc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F,Fc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F.N>>Nc1nc(F)c(C(F)(F)F)c(F)c1C(F)(F)F,298,17.26,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_11,Ammonia,F,Dioxane:Water (60:40 v/v),0.12,,modelled
194,0.34266568,Fc1cc(F)c(F)c(F)n1,N,Nc1cc(F)nc(F)c1F,Fc1cc(F)c(F)c(F)n1.N>>Nc1cc(F)nc(F)c1F,298,18.06,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_12,Ammonia,F,Dioxane:Water (60:40 v/v),-0.47,,modelled
195,0.299692,Fc1cc(F)c(F)c(F)n1,N,Nc1cc(F)c(F)c(F)n1,Fc1cc(F)c(F)c(F)n1.N>>Nc1cc(F)c(F)c(F)n1,298,18.14,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_13,Ammonia,F,Dioxane:Water (60:40 v/v),-0.52,,modelled
196,0.000670156,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F,N,Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,Fc1c(F)c(F)c(C(F)(F)F)c(F)c1F.N>>Nc1c(F)c(F)c(C(F)(F)F)c(F)c1F,353,25.88,"Journal of Fluorine Chemistry, 20, (1982), 507-5 14",1982,Mechanisms for reactions of halogenated compounds. Part 4.[1] activating influences of ring-nitrogen and trifluoromethyl in nucleophilic aromatic substitution,"Chambers, R. D.;Martin, P. A.;Waterhouse, J. S.; Williams, D. L. H.;Anderson, B.",https://doi.org/10.1016/S0022-1139(00)82276-9,,Table1_14,Ammonia,F,Dioxane:Water (60:40 v/v),-3.17,,modelled
197,7.01532E-07,Fc1cc(F)nc(F)c1,N,Nc1cc(F)nc(F)c1,Fc1cc(F)nc(F)c1.N>>Nc1cc(F)nc(F)c1,298,25.81,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_1,Ammonia,F,Dioxane:Water (60:40 v/v),-6.15,,modelled
198,1.9999E-07,Fc1cc(F)nc(F)c1,N,Nc1cc(F)cc(F)n1,Fc1cc(F)nc(F)c1.N>>Nc1cc(F)cc(F)n1,298,26.55,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_1,Ammonia,F,Dioxane:Water (60:40 v/v),-6.7,,modelled
199,0.004752902,Fc1nc(F)c(Cl)c(F)c1Cl,N,Nc1c(Cl)c(F)nc(F)c1Cl,Fc1nc(F)c(Cl)c(F)c1Cl.N>>Nc1c(Cl)c(F)nc(F)c1Cl,298,20.59,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_2,Ammonia,F,Dioxane:Water (60:40 v/v),-2.32,,modelled
200,2.92977E-05,Fc1cnc(F)c(F)c1F,N,Nc1c(F)cnc(F)c1F,Fc1cnc(F)c(F)c1F.N>>Nc1c(F)cnc(F)c1F,298,23.6,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_5,Ammonia,F,Dioxane:Water (60:40 v/v),-4.53,,modelled
201,0.000712308,Fc1nc(Cl)c(F)c(F)c1F,N,Nc1c(F)c(F)nc(Cl)c1F,Fc1nc(Cl)c(F)c(F)c1F.N>>Nc1c(F)c(F)nc(Cl)c1F,298,21.71,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_6,Ammonia,F,Dioxane:Water (60:40 v/v),-3.15,,modelled
202,4.87203E-06,Fc1nc(F)c(Cl)c(Cl)c1F,N,Nc1nc(F)c(F)c(Cl)c1Cl,Fc1nc(F)c(Cl)c(Cl)c1F.N>>Nc1nc(F)c(F)c(Cl)c1Cl,298,24.66,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_8,Ammonia,F,Dioxane:Water (60:40 v/v),-5.31,,modelled
203,4.09975E-05,Fc1nc(F)c(Cl)c(Cl)c1F,N,Nc1nc(F)c(Cl)c(Cl)c1F,Fc1nc(F)c(Cl)c(Cl)c1F.N>>Nc1nc(F)c(Cl)c(Cl)c1F,298,23.4,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_8,Ammonia,F,Dioxane:Water (60:40 v/v),-4.39,,modelled
204,0.000129997,Fc1nc(F)c(Cl)c(Cl)c1Cl,N,Nc1nc(F)c(Cl)c(Cl)c1Cl,Fc1nc(F)c(Cl)c(Cl)c1Cl.N>>Nc1nc(F)c(Cl)c(Cl)c1Cl,298,22.72,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_9,Ammonia,F,Dioxane:Water (60:40 v/v),-3.89,,modelled
205,0.000647106,Fc1c(Cl)nc(Cl)c(F)c1F,N,Nc1c(F)c(Cl)nc(Cl)c1F,Fc1c(Cl)nc(Cl)c(F)c1F.N>>Nc1c(F)c(Cl)nc(Cl)c1F,298,21.77,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table1_12,Ammonia,F,Dioxane:Water (60:40 v/v),-3.19,,modelled
206,0.005082256,Fc1nc(F)c(F)c(F)c1F,CCNCC,CCN(CC)c1c(F)c(F)nc(F)c1F,Fc1nc(F)c(F)c(F)c1F.CCNCC>>CCN(CC)c1c(F)c(F)nc(F)c1F,298,20.55,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_10,Diethylamine,F,Dioxane,-2.29,207,modelled
207,0.012301919,Fc1nc(F)c(F)c(F)c1F,CCNCC,CCN(CC)c1c(F)c(F)nc(F)c1F,Fc1nc(F)c(F)c(F)c1F.CCNCC>>CCN(CC)c1c(F)c(F)nc(F)c1F,298,20.03,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_10,Diethylamine,F,Nitrobenzene,-1.91,206,modelled
208,0.000967979,Fc1nc(F)c(Cl)c(F)c1F,CCNCC,CCN(CC)c1c(F)c(F)nc(F)c1Cl,Fc1nc(F)c(Cl)c(F)c1F.CCNCC>>CCN(CC)c1c(F)c(F)nc(F)c1Cl,298,21.53,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_4,Diethylamine,F,Dioxane,-3.01,,modelled
209,0.001731097,Fc1nc(F)c(Cl)c(F)c1F,CCNCC,CCN(CC)c1nc(F)c(Cl)c(F)c1F,Fc1nc(F)c(Cl)c(F)c1F.CCNCC>>CCN(CC)c1nc(F)c(Cl)c(F)c1F,298,21.19,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_4,Diethylamine,F,Dioxane,-2.76,,modelled
210,7.43297E-05,Fc1nc(F)c(F)c(Cl)c1F,CCNCC,CCN(CC)c1nc(F)c(F)c(Cl)c1F,Fc1nc(F)c(F)c(Cl)c1F.CCNCC>>CCN(CC)c1nc(F)c(F)c(Cl)c1F,298,23.05,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_11,Diethylamine,F,Dioxane,-4.13,,modelled
211,0.001149992,Fc1nc(F)c(Cl)c(F)c1Cl,CCNCC,CCN(CC)c1nc(F)c(Cl)c(F)c1Cl,Fc1nc(F)c(Cl)c(F)c1Cl.CCNCC>>CCN(CC)c1nc(F)c(Cl)c(F)c1Cl,298,21.43,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_2,Diethylamine,F,Dioxane,-2.94,,modelled
212,0.001951806,Fc1nc(F)c(Cl)c(Cl)c1F,CCNCC,CCN(CC)c1nc(F)c(Cl)c(Cl)c1F,Fc1nc(F)c(Cl)c(Cl)c1F.CCNCC>>CCN(CC)c1nc(F)c(Cl)c(Cl)c1F,298,21.12,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_8,Diethylamine,F,Dioxane,-2.71,,modelled
213,0.002979499,Fc1c(Cl)nc(Cl)c(F)c1F,CCNCC,CCN(CC)c1c(F)c(Cl)nc(Cl)c1F,Fc1c(Cl)nc(Cl)c(F)c1F.CCNCC>>CCN(CC)c1c(F)c(Cl)nc(Cl)c1F,298,20.86,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_12,Diethylamine,F,Dioxane,-2.53,,modelled
214,0.000727425,Fc1nc(F)c(Cl)c(Cl)c1Cl,CCNCC,CCN(CC)c1nc(F)c(Cl)c(Cl)c1Cl,Fc1nc(F)c(Cl)c(Cl)c1Cl.CCNCC>>CCN(CC)c1nc(F)c(Cl)c(Cl)c1Cl,298,21.7,"J. Chem. Soc., Perkin Trans. 2, 1977, 1774-1778",1977,Mechanisms for reactions of halogenated compounds. Part 2. Orienting effects of chlorine substituents in nucleophilic aromatic substitution,"Chambers, Richard D.;Close, Deborah;Musgrave, W. Kenneth R.;Waterhouse, John S.;Williams, D. Lyn H.",http://dx.doi.org/10.1039/P29770001774,,Table2_9,Diethylamine,F,Dioxane,-3.14,,modelled
215,0.00052611,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.89,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_1,Azide,F,DMSO,-3.28,"216, 217, 218, 219, 220, 221, 222, 223, 468, 469, 470",modelled
216,0.000549776,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.86,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_2,Azide,F,Acetonitrile,-3.26,"215, 217, 218, 219, 220, 221, 222, 223, 468, 469, 470",modelled
217,0.001738035,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.18,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_3,Azide,F,DMF,-2.76,"215, 216, 218, 219, 220, 221, 222, 223, 468, 469, 470",modelled
218,3.98159E-08,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,27.5,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_4,Azide,F,Water,-7.4,"215, 216, 217, 219, 220, 221, 222, 223, 468, 469, 470",modelled
219,6.31344E-08,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,27.23,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_5,Azide,F,Methanol,-7.2,"215, 216, 217, 218, 220, 221, 222, 223, 468, 469, 470",modelled
220,0.001738035,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.18,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_6,Azide,F,TMS,-2.76,"215, 216, 217, 218, 219, 221, 222, 223, 468, 469, 470",removed
221,0.000645813,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,21.77,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_7,Azide,F,PC,-3.19,"215, 216, 217, 218, 219, 220, 222, 223, 468, 469, 470",modelled
222,0.000182092,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,22.52,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_8,Azide,F,MeNO2,-3.74,"215, 216, 217, 218, 219, 220, 221, 223, 468, 469, 470",modelled
223,0.079499862,O=[N+]([O-])c1ccc(F)cc1,[N-]=[N+]=[N-],[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,O=[N+]([O-])c1ccc(F)cc1.[N-]=[N+]=[N-]>>[N-]=[N+]=Nc1ccc([N+](=O)[O-])cc1,298,18.92,"J. Am. Chem. Soc.,1973, 95, 408-410",1973,"Solvation of ions. XVIII. Protic-dipolar aprotic solvent effects on the free energies, enthalpies, and entropies of activation of an SNAr reaction","Cox, B. G.;Parker, A. J.",http://dx.doi.org/10.1021/ja00783a016,,Table_III_9,Azide,F,HMPT,-1.1,"215, 216, 217, 218, 219, 220, 221, 222, 468, 469, 470",modelled
224,0.02759833,O=[N+]([O-])c1ccc(F)cc1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)cc1,O=[N+]([O-])c1ccc(F)cc1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)cc1,323,21.24,"Chemische Berichte, 97, (1964), 3277-3283",1964,Solvent effects in nucleophilic aromatic substitutions(trans.),"Suhr, Harald", https://doi.org/10.1002/cber.19640971204,,Table 1_1,Piperidine,F,DMSO,-1.56,"230, 236, 242, 248, 254, 260, 266",modelled
225,6.63876E-05,O=[N+]([O-])c1ccc(Cl)cc1,C1CCNCC1,O=[N+]([O-])c1ccc(N2CCCCC2)cc1,O=[N+]([O-])c1ccc(Cl)cc1.C1CCNCC1>>O=[N+]([O-])c1ccc(N2CCCCC2)cc1,323,25.11,"Chemische Berichte, 97, (1964), 3277-3283",1964,Solvent effects in nucleophilic aromatic substitutions(trans.),"Suhr, Harald", https://doi.org/10.1002/cber.19640971204,,Table 1_2,Piperidine,Cl,DMSO,-4.18,"231, 237, 243, 249, 255, 261, 267",modelled
